Time,Interval Start,Interval End,Location,Location Type,Market,SPP
2025-03-15 08:00:00-05:00,2025-03-15 08:00:00-05:00,2025-03-15 08:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,67.61
2025-03-15 08:00:00-05:00,2025-03-15 08:00:00-05:00,2025-03-15 08:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,67.66
2025-03-15 08:15:00-05:00,2025-03-15 08:15:00-05:00,2025-03-15 08:30:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,40.98
2025-03-15 08:15:00-05:00,2025-03-15 08:15:00-05:00,2025-03-15 08:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,41.01
2025-03-15 08:15:00-05:00,2025-03-15 08:15:00-05:00,2025-03-15 08:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,41.02
2025-03-15 08:30:00-05:00,2025-03-15 08:30:00-05:00,2025-03-15 08:45:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,22.91
2025-03-15 08:30:00-05:00,2025-03-15 08:30:00-05:00,2025-03-15 08:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,22.91
2025-03-15 08:30:00-05:00,2025-03-15 08:30:00-05:00,2025-03-15 08:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,22.9
2025-03-15 08:45:00-05:00,2025-03-15 08:45:00-05:00,2025-03-15 09:00:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,21.4
2025-03-15 08:45:00-05:00,2025-03-15 08:45:00-05:00,2025-03-15 09:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,21.39
2025-03-15 08:45:00-05:00,2025-03-15 08:45:00-05:00,2025-03-15 09:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,21.39
2025-03-15 09:00:00-05:00,2025-03-15 09:00:00-05:00,2025-03-15 09:15:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,21.77
2025-03-15 09:00:00-05:00,2025-03-15 09:00:00-05:00,2025-03-15 09:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,21.77
2025-03-15 09:00:00-05:00,2025-03-15 09:00:00-05:00,2025-03-15 09:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,21.77
2025-03-15 09:15:00-05:00,2025-03-15 09:15:00-05:00,2025-03-15 09:30:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,11.64
2025-03-15 09:15:00-05:00,2025-03-15 09:15:00-05:00,2025-03-15 09:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,11.77
2025-03-15 09:15:00-05:00,2025-03-15 09:15:00-05:00,2025-03-15 09:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,11.8
2025-03-15 09:30:00-05:00,2025-03-15 09:30:00-05:00,2025-03-15 09:45:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,0.4
2025-03-15 09:30:00-05:00,2025-03-15 09:30:00-05:00,2025-03-15 09:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,0.47
2025-03-15 09:30:00-05:00,2025-03-15 09:30:00-05:00,2025-03-15 09:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,0.47
2025-03-15 09:45:00-05:00,2025-03-15 09:45:00-05:00,2025-03-15 10:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,0.28
2025-03-15 09:45:00-05:00,2025-03-15 09:45:00-05:00,2025-03-15 10:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,0.28
2025-03-15 09:45:00-05:00,2025-03-15 09:45:00-05:00,2025-03-15 10:00:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,0.22
2025-03-15 10:00:00-05:00,2025-03-15 10:00:00-05:00,2025-03-15 10:15:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,0.1
2025-03-15 10:00:00-05:00,2025-03-15 10:00:00-05:00,2025-03-15 10:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,0.15
2025-03-15 10:00:00-05:00,2025-03-15 10:00:00-05:00,2025-03-15 10:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,0.15
2025-03-15 10:15:00-05:00,2025-03-15 10:15:00-05:00,2025-03-15 10:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,0.08
2025-03-15 10:15:00-05:00,2025-03-15 10:15:00-05:00,2025-03-15 10:30:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,0.01
2025-03-15 10:15:00-05:00,2025-03-15 10:15:00-05:00,2025-03-15 10:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,0.08
2025-03-15 10:30:00-05:00,2025-03-15 10:30:00-05:00,2025-03-15 10:45:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-0.24
2025-03-15 10:30:00-05:00,2025-03-15 10:30:00-05:00,2025-03-15 10:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-0.18
2025-03-15 10:30:00-05:00,2025-03-15 10:30:00-05:00,2025-03-15 10:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-0.18
2025-03-15 10:45:00-05:00,2025-03-15 10:45:00-05:00,2025-03-15 11:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-0.82
2025-03-15 10:45:00-05:00,2025-03-15 10:45:00-05:00,2025-03-15 11:00:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-0.85
2025-03-15 10:45:00-05:00,2025-03-15 10:45:00-05:00,2025-03-15 11:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-0.82
2025-03-15 11:00:00-05:00,2025-03-15 11:00:00-05:00,2025-03-15 11:15:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-2.09
2025-03-15 11:00:00-05:00,2025-03-15 11:00:00-05:00,2025-03-15 11:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-2.09
2025-03-15 11:00:00-05:00,2025-03-15 11:00:00-05:00,2025-03-15 11:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-2.09
2025-03-15 11:15:00-05:00,2025-03-15 11:15:00-05:00,2025-03-15 11:30:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-2.95
2025-03-15 11:15:00-05:00,2025-03-15 11:15:00-05:00,2025-03-15 11:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-2.95
2025-03-15 11:15:00-05:00,2025-03-15 11:15:00-05:00,2025-03-15 11:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-2.95
2025-03-15 11:30:00-05:00,2025-03-15 11:30:00-05:00,2025-03-15 11:45:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.34
2025-03-15 11:30:00-05:00,2025-03-15 11:30:00-05:00,2025-03-15 11:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.34
2025-03-15 11:30:00-05:00,2025-03-15 11:30:00-05:00,2025-03-15 11:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.34
2025-03-15 11:45:00-05:00,2025-03-15 11:45:00-05:00,2025-03-15 12:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.59
2025-03-15 11:45:00-05:00,2025-03-15 11:45:00-05:00,2025-03-15 12:00:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.59
2025-03-15 11:45:00-05:00,2025-03-15 11:45:00-05:00,2025-03-15 12:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.59
2025-03-15 12:00:00-05:00,2025-03-15 12:00:00-05:00,2025-03-15 12:15:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.49
2025-03-15 12:00:00-05:00,2025-03-15 12:00:00-05:00,2025-03-15 12:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.49
2025-03-15 12:00:00-05:00,2025-03-15 12:00:00-05:00,2025-03-15 12:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.49
2025-03-15 12:15:00-05:00,2025-03-15 12:15:00-05:00,2025-03-15 12:30:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.51
2025-03-15 12:15:00-05:00,2025-03-15 12:15:00-05:00,2025-03-15 12:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.5
2025-03-15 12:15:00-05:00,2025-03-15 12:15:00-05:00,2025-03-15 12:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.5
2025-03-15 12:30:00-05:00,2025-03-15 12:30:00-05:00,2025-03-15 12:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.67
2025-03-15 12:30:00-05:00,2025-03-15 12:30:00-05:00,2025-03-15 12:45:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.67
2025-03-15 12:30:00-05:00,2025-03-15 12:30:00-05:00,2025-03-15 12:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.67
2025-03-15 12:45:00-05:00,2025-03-15 12:45:00-05:00,2025-03-15 13:00:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-4.02
2025-03-15 12:45:00-05:00,2025-03-15 12:45:00-05:00,2025-03-15 13:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-4.02
2025-03-15 12:45:00-05:00,2025-03-15 12:45:00-05:00,2025-03-15 13:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-4.02
2025-03-15 13:00:00-05:00,2025-03-15 13:00:00-05:00,2025-03-15 13:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-4.28
2025-03-15 13:00:00-05:00,2025-03-15 13:00:00-05:00,2025-03-15 13:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-4.28
2025-03-15 13:00:00-05:00,2025-03-15 13:00:00-05:00,2025-03-15 13:15:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-4.28
2025-03-15 13:15:00-05:00,2025-03-15 13:15:00-05:00,2025-03-15 13:30:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-4.09
2025-03-15 13:15:00-05:00,2025-03-15 13:15:00-05:00,2025-03-15 13:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-4.09
2025-03-15 13:15:00-05:00,2025-03-15 13:15:00-05:00,2025-03-15 13:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-4.09
2025-03-15 13:30:00-05:00,2025-03-15 13:30:00-05:00,2025-03-15 13:45:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.61
2025-03-15 13:30:00-05:00,2025-03-15 13:30:00-05:00,2025-03-15 13:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.58
2025-03-15 13:30:00-05:00,2025-03-15 13:30:00-05:00,2025-03-15 13:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.58
2025-03-15 13:45:00-05:00,2025-03-15 13:45:00-05:00,2025-03-15 14:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.54
2025-03-15 13:45:00-05:00,2025-03-15 13:45:00-05:00,2025-03-15 14:00:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.58
2025-03-15 13:45:00-05:00,2025-03-15 13:45:00-05:00,2025-03-15 14:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.54
2025-03-15 14:00:00-05:00,2025-03-15 14:00:00-05:00,2025-03-15 14:15:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.52
2025-03-15 14:00:00-05:00,2025-03-15 14:00:00-05:00,2025-03-15 14:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.55
2025-03-15 14:00:00-05:00,2025-03-15 14:00:00-05:00,2025-03-15 14:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.55
2025-03-15 14:15:00-05:00,2025-03-15 14:15:00-05:00,2025-03-15 14:30:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.48
2025-03-15 14:15:00-05:00,2025-03-15 14:15:00-05:00,2025-03-15 14:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.49
2025-03-15 14:15:00-05:00,2025-03-15 14:15:00-05:00,2025-03-15 14:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.49
2025-03-15 14:30:00-05:00,2025-03-15 14:30:00-05:00,2025-03-15 14:45:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.52
2025-03-15 14:30:00-05:00,2025-03-15 14:30:00-05:00,2025-03-15 14:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.53
2025-03-15 14:30:00-05:00,2025-03-15 14:30:00-05:00,2025-03-15 14:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.53
2025-03-15 14:45:00-05:00,2025-03-15 14:45:00-05:00,2025-03-15 15:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.58
2025-03-15 14:45:00-05:00,2025-03-15 14:45:00-05:00,2025-03-15 15:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.58
2025-03-15 14:45:00-05:00,2025-03-15 14:45:00-05:00,2025-03-15 15:00:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.56
2025-03-15 15:00:00-05:00,2025-03-15 15:00:00-05:00,2025-03-15 15:15:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.81
2025-03-15 15:00:00-05:00,2025-03-15 15:00:00-05:00,2025-03-15 15:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.83
2025-03-15 15:00:00-05:00,2025-03-15 15:00:00-05:00,2025-03-15 15:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.83
2025-03-15 15:15:00-05:00,2025-03-15 15:15:00-05:00,2025-03-15 15:30:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.57
2025-03-15 15:15:00-05:00,2025-03-15 15:15:00-05:00,2025-03-15 15:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.57
2025-03-15 15:15:00-05:00,2025-03-15 15:15:00-05:00,2025-03-15 15:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.57
2025-03-15 15:30:00-05:00,2025-03-15 15:30:00-05:00,2025-03-15 15:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.88
2025-03-15 15:30:00-05:00,2025-03-15 15:30:00-05:00,2025-03-15 15:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.88
2025-03-15 15:30:00-05:00,2025-03-15 15:30:00-05:00,2025-03-15 15:45:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.93
2025-03-15 15:45:00-05:00,2025-03-15 15:45:00-05:00,2025-03-15 16:00:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.71
2025-03-15 15:45:00-05:00,2025-03-15 15:45:00-05:00,2025-03-15 16:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.65
2025-03-15 15:45:00-05:00,2025-03-15 15:45:00-05:00,2025-03-15 16:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.65
2025-03-15 16:00:00-05:00,2025-03-15 16:00:00-05:00,2025-03-15 16:15:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.42
2025-03-15 16:00:00-05:00,2025-03-15 16:00:00-05:00,2025-03-15 16:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.33
2025-03-15 16:00:00-05:00,2025-03-15 16:00:00-05:00,2025-03-15 16:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.33
2025-03-15 16:15:00-05:00,2025-03-15 16:15:00-05:00,2025-03-15 16:30:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.3
2025-03-15 16:15:00-05:00,2025-03-15 16:15:00-05:00,2025-03-15 16:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.22
2025-03-15 16:15:00-05:00,2025-03-15 16:15:00-05:00,2025-03-15 16:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.22
2025-03-15 16:30:00-05:00,2025-03-15 16:30:00-05:00,2025-03-15 16:45:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.68
2025-03-15 16:30:00-05:00,2025-03-15 16:30:00-05:00,2025-03-15 16:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.58
2025-03-15 16:30:00-05:00,2025-03-15 16:30:00-05:00,2025-03-15 16:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.58
2025-03-15 16:45:00-05:00,2025-03-15 16:45:00-05:00,2025-03-15 17:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.76
2025-03-15 16:45:00-05:00,2025-03-15 16:45:00-05:00,2025-03-15 17:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.76
2025-03-15 16:45:00-05:00,2025-03-15 16:45:00-05:00,2025-03-15 17:00:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.86
2025-03-15 17:00:00-05:00,2025-03-15 17:00:00-05:00,2025-03-15 17:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.37
2025-03-15 17:00:00-05:00,2025-03-15 17:00:00-05:00,2025-03-15 17:15:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.47
2025-03-15 17:00:00-05:00,2025-03-15 17:00:00-05:00,2025-03-15 17:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.37
2025-03-15 17:15:00-05:00,2025-03-15 17:15:00-05:00,2025-03-15 17:30:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-3.4
2025-03-15 17:15:00-05:00,2025-03-15 17:15:00-05:00,2025-03-15 17:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.31
2025-03-15 17:15:00-05:00,2025-03-15 17:15:00-05:00,2025-03-15 17:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.31
2025-03-15 17:30:00-05:00,2025-03-15 17:30:00-05:00,2025-03-15 17:45:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-4.2
2025-03-15 17:30:00-05:00,2025-03-15 17:30:00-05:00,2025-03-15 17:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-4.08
2025-03-15 17:30:00-05:00,2025-03-15 17:30:00-05:00,2025-03-15 17:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-4.08
2025-03-15 17:45:00-05:00,2025-03-15 17:45:00-05:00,2025-03-15 18:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-4.33
2025-03-15 17:45:00-05:00,2025-03-15 17:45:00-05:00,2025-03-15 18:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-4.33
2025-03-15 17:45:00-05:00,2025-03-15 17:45:00-05:00,2025-03-15 18:00:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-4.55
2025-03-15 18:00:00-05:00,2025-03-15 18:00:00-05:00,2025-03-15 18:15:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,-4.0
2025-03-15 18:00:00-05:00,2025-03-15 18:00:00-05:00,2025-03-15 18:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.42
2025-03-15 18:00:00-05:00,2025-03-15 18:00:00-05:00,2025-03-15 18:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,-3.42
2025-03-15 18:15:00-05:00,2025-03-15 18:15:00-05:00,2025-03-15 18:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,3.01
2025-03-15 18:15:00-05:00,2025-03-15 18:15:00-05:00,2025-03-15 18:30:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,2.36
2025-03-15 18:15:00-05:00,2025-03-15 18:15:00-05:00,2025-03-15 18:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,3.03
2025-03-15 18:30:00-05:00,2025-03-15 18:30:00-05:00,2025-03-15 18:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,12.61
2025-03-15 18:30:00-05:00,2025-03-15 18:30:00-05:00,2025-03-15 18:45:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,12.02
2025-03-15 18:30:00-05:00,2025-03-15 18:30:00-05:00,2025-03-15 18:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,12.61
2025-03-15 18:45:00-05:00,2025-03-15 18:45:00-05:00,2025-03-15 19:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,19.85
2025-03-15 18:45:00-05:00,2025-03-15 18:45:00-05:00,2025-03-15 19:00:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,19.46
2025-03-15 18:45:00-05:00,2025-03-15 18:45:00-05:00,2025-03-15 19:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,19.85
2025-03-15 19:00:00-05:00,2025-03-15 19:00:00-05:00,2025-03-15 19:15:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,37.47
2025-03-15 19:00:00-05:00,2025-03-15 19:00:00-05:00,2025-03-15 19:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,37.49
2025-03-15 19:00:00-05:00,2025-03-15 19:00:00-05:00,2025-03-15 19:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,37.42
2025-03-15 19:15:00-05:00,2025-03-15 19:15:00-05:00,2025-03-15 19:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,55.7
2025-03-15 19:15:00-05:00,2025-03-15 19:15:00-05:00,2025-03-15 19:30:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,55.71
2025-03-15 19:15:00-05:00,2025-03-15 19:15:00-05:00,2025-03-15 19:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,55.75
2025-03-15 19:30:00-05:00,2025-03-15 19:30:00-05:00,2025-03-15 19:45:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,61.81
2025-03-15 19:30:00-05:00,2025-03-15 19:30:00-05:00,2025-03-15 19:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,61.77
2025-03-15 19:30:00-05:00,2025-03-15 19:30:00-05:00,2025-03-15 19:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,61.79
2025-03-15 19:45:00-05:00,2025-03-15 19:45:00-05:00,2025-03-15 20:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,64.36
2025-03-15 19:45:00-05:00,2025-03-15 19:45:00-05:00,2025-03-15 20:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,64.38
2025-03-15 19:45:00-05:00,2025-03-15 19:45:00-05:00,2025-03-15 20:00:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,64.37
2025-03-15 20:00:00-05:00,2025-03-15 20:00:00-05:00,2025-03-15 20:15:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,68.2
2025-03-15 20:00:00-05:00,2025-03-15 20:00:00-05:00,2025-03-15 20:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,68.17
2025-03-15 20:00:00-05:00,2025-03-15 20:00:00-05:00,2025-03-15 20:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,68.17
2025-03-15 20:15:00-05:00,2025-03-15 20:15:00-05:00,2025-03-15 20:30:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,60.67
2025-03-15 20:15:00-05:00,2025-03-15 20:15:00-05:00,2025-03-15 20:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,60.64
2025-03-15 20:15:00-05:00,2025-03-15 20:15:00-05:00,2025-03-15 20:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,60.65
2025-03-15 20:30:00-05:00,2025-03-15 20:30:00-05:00,2025-03-15 20:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,64.36
2025-03-15 20:30:00-05:00,2025-03-15 20:30:00-05:00,2025-03-15 20:45:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,64.38
2025-03-15 20:30:00-05:00,2025-03-15 20:30:00-05:00,2025-03-15 20:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,64.36
2025-03-15 20:45:00-05:00,2025-03-15 20:45:00-05:00,2025-03-15 21:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,60.36
2025-03-15 20:45:00-05:00,2025-03-15 20:45:00-05:00,2025-03-15 21:00:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,60.39
2025-03-15 20:45:00-05:00,2025-03-15 20:45:00-05:00,2025-03-15 21:00:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,60.37
2025-03-15 21:00:00-05:00,2025-03-15 21:00:00-05:00,2025-03-15 21:15:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,62.83
2025-03-15 21:00:00-05:00,2025-03-15 21:00:00-05:00,2025-03-15 21:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,62.83
2025-03-15 21:00:00-05:00,2025-03-15 21:00:00-05:00,2025-03-15 21:15:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,62.83
2025-03-15 21:15:00-05:00,2025-03-15 21:15:00-05:00,2025-03-15 21:30:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,64.34
2025-03-15 21:15:00-05:00,2025-03-15 21:15:00-05:00,2025-03-15 21:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,64.33
2025-03-15 21:15:00-05:00,2025-03-15 21:15:00-05:00,2025-03-15 21:30:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,64.31
2025-03-15 21:30:00-05:00,2025-03-15 21:30:00-05:00,2025-03-15 21:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,71.68
2025-03-15 21:30:00-05:00,2025-03-15 21:30:00-05:00,2025-03-15 21:45:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,71.69
2025-03-15 21:30:00-05:00,2025-03-15 21:30:00-05:00,2025-03-15 21:45:00-05:00,LZ_NORTH,Load Zone,REAL_TIME_15_MIN,71.67
2025-03-15 21:45:00-05:00,2025-03-15 21:45:00-05:00,2025-03-15 22:00:00-05:00,HB_NORTH,Trading Hub,REAL_TIME_15_MIN,74.88
